0.0000,0.452629,0.0000,-0.079545,0.0000,-0.354328,0.0000,-0.292048,0.0000,-0.307358,0.0000,0.265581,0.0000,-0.164661,0.0000,-0.202475,0.0000,0.048193,0.0000,-0.258695,0.0000,-0.056511,0.0000,-0.510081,0.0000,0.390739,0.0000,-0.309772,0.0000,0.167889,0.0000,-0.295695,0.0000,0.252934,0.0000,-0.095362,0.0000,0.112765,0.0000,-0.132591,0.0000,0.454310,0.0000,-0.326637,0.0000,0.164102,0.0000,0.234751,0.0000,-0.217547,0.0000,-0.228547,0.0000,0.283562,0.0000,0.357724,0.0000,0.481811,0.0000,-0.523446,0.0000,-0.183599,0.0000,0.265773,0.0000,-0.433716,0.0000,0.118090,0.0000,-0.169107,0.0000,0.098489,0.0000,0.161224,0.0000,0.201942,0.0000,-0.263053,0.0000,-0.182434,0.0000,0.418506,0.0000,-0.515885,0.0000,-0.190016,0.0000,0.189445,0.0000,-0.141324,0.0000,-0.277061,0.0000,-0.273231,0.0000,0.137343,0.0000,-0.285579,0.0000,0.265850,0.0000,0.193873,0.0000,-0.261224,0.0000,0.359056,0.0000,-0.795249,0.0000,-0.135593,0.0000,-0.151147,0.0000,-0.137533,0.0000,-1.064440,0.0000,-0.237432,0.0000,0.483599,0.0000,-0.359349,0.0000,-0.362475,0.0000,0.207644,0.0000,0.148379,0.0000,-0.239111,0.0000,-0.371627,0.0000,0.252881,0.0000,-0.287457,0.0000,-0.513894,0.0000,0.113259,0.0000,-0.209438,0.0000,-0.147249,0.0000,0.224759,0.0000,0.281279,0.0000,0.365689,0.0000,-0.226349,0.0000,-0.170136,0.0000,-0.129134,0.0000,-0.236149,0.0000,0.132598,0.0000,0.362135,0.0000,-0.245579,0.0000,0.296993,0.0000,0.403634,0.0000,-0.204288,0.0000,0.235759,0.0000,0.281906,0.0000,-0.459915,0.0000,0.111143,0.0000,0.362135,0.0000,-0.273676,0.0000,0.231429,0.0000,-0.169557,0.0000,-0.448228,0.0000,0.213051,0.0000,0.308295,0.0000,-0.133825,0.0000,0.195970,0.0000,-0.343315,0.0000,0.309938,
1.3144,0.322135,0.2028,-0.443609,0.3060,-0.258594,0.1653,-0.144584,0.1724,0.437381,0.5071,-0.133383,0.0607,-0.436675,0.1713,-0.280473,0.6348,0.098548,0.1344,-0.172561,0.2276,0.140774,0.0658,-0.388008,0.9109,-0.222699,0.0067,0.161033,0.0704,0.208485,0.1999,-0.266932,0.5335,-0.413921,1.4134,-0.156901,0.0710,-0.078867,0.4962,0.190930,0.7096,-0.583478,0.3306,-0.339872,0.5077,-0.462085,1.0912,-0.132412,0.5880,0.325290,0.0179,-0.159713,0.1810,-0.147031,0.4275,-0.590628,0.0358,0.289614,0.3351,-0.231118,0.3277,-0.231347,1.0442,-0.230857,0.2754,-0.212737,0.0592,-0.264840,0.1489,-0.121303,0.1317,0.416846,0.0418,0.084530,0.1831,0.267495,0.3152,0.276663,0.4938,-0.159210,0.2377,-0.130324,0.7137,0.418298,0.1698,0.350631,0.1383,-0.084569,0.2764,0.195887,1.0379,0.242622,0.5135,0.143820,0.9181,-0.200859,0.1736,0.332032,0.3839,-0.121655,0.0412,-0.234242,0.7940,0.417975,0.3200,0.157148,0.6820,-0.379218,0.2250,-0.122807,0.4291,-0.057792,0.8033,-0.214517,0.0412,-0.878178,0.3839,-0.211498,0.1405,0.585294,0.0834,-0.280212,0.6138,0.454857,0.1205,0.153288,0.0685,0.184711,1.3857,0.183814,0.1863,-0.173754,0.1153,-0.611106,1.3297,-0.412954,0.7955,-0.193583,0.0267,-0.089339,0.1019,-0.158067,1.0672,-0.154141,0.3656,0.157993,0.0076,-0.235499,0.9722,0.449115,0.2906,-0.097255,0.0110,-0.252940,0.5783,0.077146,0.3361,-0.205549,0.1061,-0.160563,0.0354,-0.506805,0.1436,-0.341189,0.2008,0.145802,1.4572,-0.237740,0.2078,-0.125123,0.5945,-0.196707,0.4656,-0.386658,0.0724,0.216112,0.0225,-0.143090,0.2323,-0.306036,0.0359,0.469495,0.1430,0.195383,0.2947,-0.227663,0.1303,-0.197270,0.4701,0.167533,0.0356,-0.555773,0.0149,0.262952,0.0056,-0.248549,0.3589,0.210686,0.2227,0.174209,
1.3839,0.198232,0.4843,0.161133,0.4079,0.184981,0.7412,-0.124377,0.4336,-0.262100,0.7239,0.177954,0.0687,0.211565,0.4542,-0.320303,0.6722,0.059746,0.1810,-0.192238,0.5763,0.039584,0.1747,0.309239,1.1693,0.242092,0.2996,-0.234646,1.3185,0.189106,0.4871,-0.442217,0.6941,0.457921,1.5352,0.088639,0.2964,0.087504,0.7237,-0.094039,0.8227,0.696021,0.7022,0.213545,1.5406,0.653466,1.3969,0.334468,0.5886,-0.349337,0.0467,-0.260422,0.3611,0.225685,0.6357,0.239326,0.6283,-0.207569,0.9356,0.646397,1.3589,0.392416,1.5718,-0.244809,0.7408,0.298167,0.3412,-0.308458,0.2711,0.200534,2.2137,-0.285375,0.3077,0.083142,0.9313,-0.106324,0.5980,-0.164188,1.1040,0.067490,0.9925,-0.285910,1.3173,0.394228,0.4243,-0.135790,0.2569,0.332201,0.4505,-0.224235,1.0426,-0.274686,0.8156,-0.252592,1.1843,0.271866,0.3537,-0.331132,0.5998,-0.228914,0.4356,0.244121,1.3657,0.269502,0.3292,-0.161629,0.7734,0.232742,1.3428,-0.204834,0.4458,-0.054558,1.2316,0.080155,1.0573,-0.485007,0.7365,0.090364,0.6641,0.355752,0.9211,-0.151677,0.9987,-0.500277,0.4235,0.107647,0.1389,-0.273163,1.5608,-0.068785,1.0056,-0.156804,0.4535,0.553797,1.3439,-0.109042,0.9780,-0.158439,1.7090,0.100188,0.1734,0.135759,1.1712,-0.327499,0.3894,-0.320687,0.1406,0.286808,2.5168,0.188900,0.3291,0.212837,1.3973,-0.191173,1.6560,0.195078,0.6460,-0.381540,0.3308,0.203581,0.0673,0.188079,0.1746,0.300156,0.2914,-0.375610,1.5579,-0.238224,0.9168,0.215750,0.6935,-0.150577,0.4747,0.555038,0.0883,0.235601,0.1381,-0.264300,0.2424,0.261879,0.0913,-0.229464,0.2152,-0.088486,0.4579,-0.204940,0.7222,-0.266576,0.4763,-0.248179,0.0541,0.343964,1.1348,-0.236694,0.9792,0.334422,0.6739,0.239402,0.9380,-0.396562,
1.3904,0.363165,1.0221,0.346412,0.7481,0.243123,0.7882,0.240346,0.9043,-0.361655,1.2976,0.263250,0.3788,-0.416897,1.6170,-0.165062,0.9097,-0.060180,0.3601,-0.139830,0.6785,0.093256,0.6271,0.164499,1.1958,0.162427,1.3127,-0.462621,1.5572,-0.167628,0.6824,0.249724,1.1601,-0.298963,1.6991,0.072813,0.3800,0.050887,0.9321,0.205609,1.6954,-0.365677,0.7632,0.171295,1.8357,-0.597428,1.5157,-0.157599,0.7489,0.160269,0.2372,-0.207794,0.4299,-0.106961,0.6916,-0.262231,1.1291,-0.245622,1.1481,0.362092,1.6095,-0.146045,1.6150,-0.167446,1.5264,-0.093199,0.6944,0.296098,0.6070,-0.206925,2.2498,-0.095794,0.6692,-0.078615,1.2634,-0.106775,1.4856,0.455364,1.1046,0.114788,1.0763,-0.366612,1.5086,-0.223306,1.5387,0.261676,0.3179,-0.070185,0.4738,0.278652,1.4876,0.141261,1.2194,0.287098,1.3968,-0.182328,0.3765,0.366756,0.7306,0.487611,0.5149,0.117926,1.6911,-0.434894,0.6536,0.178283,0.8265,-0.416280,1.8234,-0.125593,0.5341,0.182732,1.4380,-0.093683,1.1053,-0.557272,1.8346,-0.127110,1.8822,-0.519827,2.1074,0.200461,1.8586,0.315873,0.4786,0.180078,0.1636,-0.205938,1.7926,-0.129764,1.7210,-0.146663,0.5446,0.541300,1.7368,0.331027,1.2424,-0.286141,1.9285,0.109806,0.3545,0.198789,1.1908,0.599557,0.4062,-0.180198,0.3008,-0.230724,2.8204,-0.139631,0.8602,0.084875,1.7746,0.102642,1.7830,-0.180124,0.7579,0.337075,0.4423,0.097024,0.1984,0.233784,0.4180,-0.351599,0.2972,0.133757,1.9385,-0.247019,1.2093,-0.237886,0.9192,0.337406,0.6720,0.411519,0.6205,-0.119481,0.2903,0.186365,0.5162,0.296104,0.1865,0.462845,0.4075,0.111021,0.6902,0.185903,0.7575,-0.227125,1.5510,0.137814,0.4483,-0.233666,1.8305,0.163458,1.1987,-0.301735,1.1930,-0.089898,1.2881,-0.080555,
1.6016,-0.357616,1.3667,0.148076,1.8414,-0.245711,0.8009,-0.206867,1.3647,0.393534,1.5596,-0.204654,0.6390,-0.271582,3.0572,-0.135218,1.1313,0.129386,0.7411,-0.231580,0.9473,0.078245,1.4049,0.332804,1.7441,-0.134117,2.1029,0.171307,1.8168,0.230742,0.9394,0.130825,1.6123,0.188729,2.1146,0.105638,0.5987,-0.072223,1.3027,0.122444,1.9180,0.230495,0.8336,0.300747,2.1532,-0.314358,1.8537,-0.194061,1.1937,0.424145,1.1129,0.163659,0.7709,0.236999,0.7723,-0.217198,1.3592,-0.197535,1.3422,0.517164,2.4577,0.475092,2.2191,0.232049,1.6850,0.176234,0.7081,-0.282657,1.1942,0.133677,2.3128,-0.244653,0.9421,-0.068173,1.2655,-0.304637,1.9353,-0.331748,1.2029,-0.065256,1.6745,-0.330200,1.9764,0.375530,1.8274,0.417196,0.8894,0.147345,0.5756,0.173783,1.5874,-0.175856,1.3159,0.207338,1.7165,0.161329,0.4516,0.336462,1.6745,0.238791,2.1011,-0.167198,1.7842,0.168747,0.9545,-0.271683,1.0860,-0.341205,2.0622,0.157749,0.7334,0.079407,1.7471,-0.117228,1.5154,-0.536898,3.1092,0.054027,1.9426,0.260054,2.8371,0.150103,2.1169,0.274857,0.5003,0.162974,0.2643,-0.222620,1.8928,-0.223242,3.2390,0.064194,0.9304,-0.560063,2.0461,-0.309060,1.4199,-0.172166,2.5400,0.061641,0.5201,-0.161527,1.1986,-0.404390,1.9259,0.129846,0.7002,-0.102803,2.9179,-0.143571,0.8941,0.182930,2.2567,0.124245,2.2381,-0.171707,1.1830,-0.139981,1.1132,0.175809,0.2649,-0.230039,0.5217,-0.152015,0.5498,-0.475624,2.1674,-0.373102,1.8277,-0.263876,1.0956,-0.223778,1.4529,-0.462858,1.6203,-0.234435,0.9525,-0.355388,0.7070,0.506096,0.3202,0.263118,0.5038,-0.169025,1.1254,0.176319,1.2811,-0.262718,2.0477,-0.145618,1.0332,0.377907,2.7489,0.169556,2.3839,-0.185222,2.0770,-0.172441,1.4333,0.103344,
1.6373,0.355966,1.4852,-0.264248,2.1999,-0.149848,0.8394,0.249762,1.6294,0.356487,1.5754,0.170101,1.4144,0.160893,3.1090,0.126859,1.2979,-0.027370,1.4925,-0.309494,1.1024,0.234294,1.6579,0.408797,2.0278,-0.435469,2.1047,-0.128577,3.3551,0.135452,1.3713,0.249330,2.8571,-0.169669,2.2233,0.071950,1.1533,0.128490,1.3935,0.197083,3.3744,-0.357086,1.0258,0.123491,2.2636,-0.360719,2.0715,-0.259262,1.3609,0.124127,1.2607,-0.185093,1.0256,-0.222985,1.4060,0.330046,1.3970,-0.141116,1.4058,-0.273499,2.8806,-0.151872,2.5048,-0.184885,1.8617,0.184827,2.2273,-0.102012,1.2517,-0.128230,2.8100,0.080810,1.0938,-0.043030,1.7870,0.250284,2.7961,0.192552,1.4175,0.146315,1.7442,-0.367736,2.4462,-0.438952,2.8554,0.121183,1.2805,0.064380,1.4265,-0.171532,2.0638,-0.275300,1.7044,-0.230236,1.8454,0.370688,1.1732,-0.327032,2.7324,0.150794,2.3818,-0.162432,2.2065,0.147461,1.2882,-0.146654,1.2156,-0.441342,2.2459,0.120569,0.8284,0.219120,2.8767,-0.208355,2.1994,-0.351569,3.4180,0.057951,1.9746,0.651518,2.9161,-0.139274,2.1466,-0.231448,0.8205,0.084746,0.5854,-0.133315,2.1696,0.154052,3.6837,-0.099877,0.9705,0.659726,2.3281,-0.318463,1.5175,0.136768,2.5596,0.053014,0.5917,-0.182670,1.9148,-0.091963,1.9651,-0.250699,0.9489,0.190031,3.3132,-0.429825,1.6593,0.160939,2.8122,-0.192901,2.2387,0.106892,1.2860,0.255282,1.1982,-0.103349,0.8663,0.203024,0.9579,0.257302,0.6584,-0.279816,2.7230,0.177028,2.0663,-0.159899,1.5116,-0.073783,1.6043,0.321584,1.7300,-0.070129,1.8387,-0.197325,0.8687,-0.522839,0.4033,-0.245168,1.1282,0.196593,1.2118,-0.199972,3.3616,-0.104244,2.4250,-0.194111,1.1173,-0.195492,2.7524,0.284105,2.3891,-0.241748,2.0781,0.135126,1.6533,0.147417,
2.4187,0.190698,2.1075,0.164955,2.4821,0.153995,0.9328,0.470693,3.2081,0.256710,1.6995,-0.336207,1.4918,-0.337818,3.1487,0.171237,1.5368,-0.124745,1.7245,-0.133697,1.2605,-0.074936,1.7856,-0.386996,3.3874,0.185509,2.2597,-0.146684,3.4145,-0.321766,1.8977,0.196872,3.9875,-0.237487,2.4138,0.146950,1.4680,0.162538,2.0662,0.159580,3.5050,0.197241,1.0305,0.165050,2.7962,0.271324,2.5176,0.177387,2.2762,-0.181783,1.2712,0.143561,2.3804,-0.171654,1.5048,-0.377296,1.4927,0.106333,1.4459,0.559655,2.9362,0.185445,2.5196,0.277342,2.0207,0.082753,2.5458,0.158874,1.4742,0.356126,2.9302,-0.364369,1.4908,-0.058123,1.9020,0.117059,3.4974,0.400757,1.4893,0.177631,2.0130,0.198818,4.0405,0.328554,3.0943,0.095828,1.6096,-0.139375,1.7773,0.166570,2.6726,-0.265291,1.7593,0.123022,3.2248,0.253241,1.4109,-0.161099,2.9603,0.274379,2.7191,-0.153493,3.2773,0.132921,2.1589,-0.150124,1.8775,-0.327874,2.4102,0.322457,0.9519,0.252593,2.9759,0.078458,2.7227,-0.357676,5.2597,0.101190,2.0891,-0.263880,3.1298,0.172228,3.0516,-0.374780,1.4920,0.163008,2.1052,-0.147443,2.5125,0.140611,4.0967,0.050267,1.5571,0.328235,2.6240,0.203762,1.9807,0.076355,2.5993,-0.104498,1.5714,0.231857,2.7312,-0.137300,2.1814,0.128720,2.2587,-0.205217,3.5859,0.098674,1.6718,0.195909,2.9583,-0.254973,2.5652,0.205782,2.0643,-0.151444,1.5184,-0.116269,0.8876,-0.299271,1.5666,-0.122536,0.7158,-0.267197,3.1229,0.363493,2.7494,-0.144965,1.8699,0.122888,2.0660,0.243893,1.8556,-0.420961,1.8646,-0.249927,1.1526,-0.341565,0.5081,-0.200945,1.2088,0.148953,1.4727,-0.135194,3.4191,-0.181673,3.0566,-0.211820,1.1256,0.389241,3.1171,-0.278889,2.9688,0.249984,2.2170,-0.211272,1.7496,-0.252285,
2.6519,0.220213,2.4645,0.182424,2.8198,-0.123531,0.9598,0.318109,3.4982,-0.248631,2.1574,-0.215833,1.6233,-0.191532,3.2147,-0.151938,1.7021,0.038758,1.9505,-0.315880,1.4391,-0.073346,2.3383,-0.319261,4.5735,0.204855,2.3202,0.288039,4.3435,0.125380,2.3101,-0.227376,4.3719,0.207066,3.1761,0.111638,1.7235,0.056117,2.5175,-0.116706,4.2225,0.404267,1.0593,0.404980,2.8196,0.768311,2.6549,0.101899,2.3136,-0.121393,1.4208,-0.145042,2.6554,0.321916,1.6628,0.481227,1.6735,0.231685,1.6678,-0.385316,2.9500,0.198638,3.6181,0.140783,2.5825,-0.156536,2.7861,0.167828,2.5397,0.184858,2.9431,-0.084345,1.5073,0.094784,2.5805,0.186195,4.2390,-0.098609,2.1139,0.149753,2.2014,0.127818,4.0848,-0.306893,3.6090,-0.123128,1.6792,-0.153024,1.9476,0.112432,2.9248,-0.107166,1.8061,0.137926,4.0480,-0.109070,3.3847,0.182747,3.0683,0.258871,3.2108,0.129982,3.4267,0.187051,2.8552,-0.100308,2.8002,-0.212362,2.5154,0.274117,1.0138,0.118295,3.3856,0.064799,3.1525,-0.703570,5.4430,-0.155587,2.8770,0.189520,3.2909,-0.119879,3.6549,-0.428327,1.6259,-0.368546,2.5741,-0.199238,3.1045,0.254748,4.7042,-0.050647,2.2571,0.550494,3.6195,0.248293,2.7461,-0.204636,2.8409,-0.067359,1.6055,-0.289118,2.8905,-0.168221,2.5593,0.203804,2.8169,-0.128941,5.9479,-0.100261,1.9883,-0.079508,3.2582,0.094481,2.6002,0.108632,3.3855,0.085890,1.7747,0.069655,0.9206,0.185939,1.9027,0.187185,0.9507,0.233724,3.3930,0.248292,2.9326,0.184956,2.3210,-0.201191,2.4636,0.384202,2.5283,-0.090110,2.2228,0.153140,1.3516,-0.223480,1.2182,0.192886,1.3909,-0.092680,1.4860,-0.164512,3.4283,0.153787,3.1768,-0.136901,2.4914,0.122848,3.7582,0.192191,3.0598,-0.311701,2.7451,0.234555,1.8523,0.187104,
2.6528,0.155480,2.8938,0.101810,3.7077,0.123765,2.1551,-0.322626,4.0105,-0.191578,2.2836,-0.176824,1.6245,0.183897,3.8302,-0.152300,1.8495,-0.067792,2.1520,-0.263006,1.5382,0.221768,2.3963,-0.332740,4.8478,-0.123244,2.7223,-0.205916,4.6277,0.445724,3.5282,0.107119,4.7007,-0.122802,3.3598,0.076547,1.8382,-0.091932,3.0892,0.248576,5.1679,-0.305118,1.1923,-0.271845,3.1794,-0.338972,3.7583,-0.105709,2.5494,0.150114,1.6207,0.231930,2.8630,-0.280127,2.5015,0.245097,1.8829,0.149797,1.8770,-0.170900,3.5044,0.245016,4.4750,0.211502,3.1724,-0.122945,3.7369,-0.130143,2.8279,0.170504,2.9644,-0.272207,1.9134,0.086955,3.7918,0.089625,4.2488,-0.098042,2.2079,0.220740,2.4866,-0.348830,4.7515,0.279229,5.2065,0.116503,2.3074,0.072023,1.9823,-0.212087,3.2511,-0.052634,1.9184,0.169265,5.0882,0.095339,4.2458,-0.158272,3.0750,0.276531,3.3581,0.234559,4.7036,-0.231440,2.9540,-0.081104,4.0024,0.285998,2.6131,-0.163292,1.3743,-0.104285,4.2867,-0.091393,3.2001,-0.398990,5.6472,0.135159,2.9872,0.999458,3.3777,-0.098116,4.5665,-0.225599,1.9472,-0.140214,2.8958,0.160797,3.1912,0.185625,4.7556,-0.049866,2.5663,0.346088,3.7696,-0.108747,3.1339,-0.211933,2.9265,0.063186,2.3754,-0.181174,3.2437,0.074228,2.7699,0.145012,2.8297,-0.190966,5.9519,-0.142041,2.3516,-0.219357,3.5162,-0.058933,3.1988,-0.121504,3.6483,0.094035,2.8263,-0.104105,1.5068,0.215359,2.0876,-0.252708,1.6902,-0.208162,3.6209,0.179761,4.2966,0.105034,2.8750,-0.118067,3.5754,0.146407,3.2446,0.203938,2.6410,-0.115385,1.6767,-0.305793,1.2790,0.140825,2.1986,-0.079915,1.7862,-0.305204,4.7696,-0.142789,3.2431,-0.312982,4.5720,0.192441,4.8374,0.182012,3.1924,-0.239706,2.8709,0.108154,2.3381,-0.185434,
2.7532,0.235781,2.9104,0.224235,4.2267,0.198059,2.7334,0.214650,4.8467,0.104845,2.9944,0.132535,1.9194,-0.220528,3.8366,0.127673,2.0772,0.080493,2.5225,0.142818,1.7160,0.093733,2.6835,-0.234465,5.2735,0.075433,3.1367,-0.145574,4.8465,0.160333,3.6335,0.276445,5.2739,0.141409,3.6006,-0.089667,2.1297,-0.050960,3.0950,0.061400,6.4785,-0.340523,2.3164,-0.377454,5.7734,0.204378,3.9138,0.070441,3.3259,0.127739,1.6910,-0.112641,3.0796,0.106083,2.7533,0.487026,2.3378,-0.199480,2.0106,0.272784,3.7640,-0.197724,4.8401,0.134417,3.8754,0.108444,3.9252,-0.119864,3.1886,-0.153624,3.4922,0.214397,3.4392,-0.057595,4.6722,0.065362,4.3536,-0.156951,2.3749,0.115664,2.9178,0.323721,5.0586,-0.240209,5.2173,-0.157206,2.5058,-0.064955,2.2642,-0.057600,3.5786,0.176358,1.9444,0.242684,5.7748,-0.081403,4.3860,-0.381424,3.2192,-0.223694,3.3746,0.236644,4.7558,0.256682,3.2506,-0.287929,4.3622,0.141055,2.6841,-0.111064,1.4875,0.181279,4.3503,-0.060027,3.5750,0.246792,6.5925,0.099863,3.2070,0.360475,3.8850,-0.184915,4.7597,-0.279597,2.0513,0.116090,3.3707,-0.160341,3.5933,-0.100509,5.5094,0.078328,3.2608,-0.530079,3.7762,0.301176,3.1794,-0.211642,2.9387,-0.084338,3.4608,-0.153985,3.9260,0.101782,3.0055,-0.153151,3.2702,0.163479,6.1732,-0.127259,3.4438,-0.061087,3.5872,0.102739,3.3732,-0.085765,3.6890,0.156736,2.9236,0.078751,1.5595,0.196890,2.8717,-0.163076,2.1891,0.176638,3.9220,-0.102792,4.3037,0.130591,3.6578,0.121822,4.3758,-0.244221,3.7975,-0.075737,3.2112,-0.153782,1.7115,-0.664101,2.1566,0.229307,2.5754,0.137341,2.3142,0.256827,5.7871,0.103602,3.5075,-0.090618,4.6010,0.072454,5.0897,-0.263148,3.2043,0.259284,3.3626,-0.129910,2.7076,0.068954,
